relative_path,file_type,file_size_mb,modified_time,category,likely_role,tracked_by_git,ignored_by_git,recommendation
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/857.csv,.csv,1.279,2019-01-31T19:58:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/858.csv,.csv,1.277,2019-01-31T19:58:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/859.csv,.csv,1.278,2019-01-31T19:58:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/86.csv,.csv,1.279,2019-01-31T19:56:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/860.csv,.csv,1.278,2019-01-31T19:58:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/861.csv,.csv,1.278,2019-01-31T19:58:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/862.csv,.csv,1.279,2019-01-31T19:58:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/863.csv,.csv,1.278,2019-01-31T19:58:58,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/864.csv,.csv,1.278,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/865.csv,.csv,1.277,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/866.csv,.csv,1.279,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/867.csv,.csv,1.277,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/868.csv,.csv,1.277,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/869.csv,.csv,1.279,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/87.csv,.csv,1.278,2019-01-31T19:56:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/870.csv,.csv,1.279,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/871.csv,.csv,1.279,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/872.csv,.csv,1.278,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/873.csv,.csv,1.278,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/874.csv,.csv,1.279,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/875.csv,.csv,1.277,2019-01-31T19:59:00,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/876.csv,.csv,1.278,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/877.csv,.csv,1.278,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/878.csv,.csv,1.278,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/879.csv,.csv,1.278,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/88.csv,.csv,1.280,2019-01-31T19:56:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/880.csv,.csv,1.278,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/881.csv,.csv,1.278,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/882.csv,.csv,1.278,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/883.csv,.csv,1.278,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/884.csv,.csv,1.279,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/885.csv,.csv,1.277,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/886.csv,.csv,1.277,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/887.csv,.csv,1.278,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/888.csv,.csv,1.278,2019-01-31T19:59:02,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/889.csv,.csv,1.278,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/89.csv,.csv,1.278,2019-01-31T19:56:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/890.csv,.csv,1.278,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/891.csv,.csv,1.279,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/892.csv,.csv,1.279,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/893.csv,.csv,1.278,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/894.csv,.csv,1.279,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/895.csv,.csv,1.277,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/896.csv,.csv,1.277,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/897.csv,.csv,1.279,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/898.csv,.csv,1.278,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/899.csv,.csv,1.278,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/9.csv,.csv,1.278,2019-01-31T19:56:42,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/90.csv,.csv,1.278,2019-01-31T19:56:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/900.csv,.csv,1.279,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/901.csv,.csv,1.279,2019-01-31T19:59:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/902.csv,.csv,1.278,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/903.csv,.csv,1.278,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/904.csv,.csv,1.278,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/905.csv,.csv,1.278,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/906.csv,.csv,1.277,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/907.csv,.csv,1.279,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/908.csv,.csv,1.279,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/909.csv,.csv,1.278,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/91.csv,.csv,1.278,2019-01-31T19:56:54,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/910.csv,.csv,1.279,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/911.csv,.csv,1.277,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/912.csv,.csv,1.278,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/913.csv,.csv,1.278,2019-01-31T19:59:06,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/914.csv,.csv,1.278,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/915.csv,.csv,1.278,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/916.csv,.csv,1.279,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/917.csv,.csv,1.278,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/918.csv,.csv,1.280,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/919.csv,.csv,1.278,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/92.csv,.csv,1.279,2019-01-31T19:56:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/920.csv,.csv,1.277,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/921.csv,.csv,1.278,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/922.csv,.csv,1.277,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/923.csv,.csv,1.278,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/924.csv,.csv,1.277,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/925.csv,.csv,1.278,2019-01-31T19:59:08,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/926.csv,.csv,1.277,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/927.csv,.csv,1.278,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/928.csv,.csv,1.278,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/929.csv,.csv,1.278,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/93.csv,.csv,1.278,2019-01-31T19:56:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/930.csv,.csv,1.277,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/931.csv,.csv,1.277,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/932.csv,.csv,1.278,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/933.csv,.csv,1.278,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/934.csv,.csv,1.277,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/935.csv,.csv,1.278,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/936.csv,.csv,1.278,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/937.csv,.csv,1.279,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/938.csv,.csv,1.278,2019-01-31T19:59:10,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/939.csv,.csv,1.278,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/94.csv,.csv,1.279,2019-01-31T19:56:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/940.csv,.csv,1.277,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/941.csv,.csv,1.278,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/942.csv,.csv,1.278,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/943.csv,.csv,1.278,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/944.csv,.csv,1.278,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/945.csv,.csv,1.279,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/946.csv,.csv,1.278,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/947.csv,.csv,1.278,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/948.csv,.csv,1.278,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/949.csv,.csv,1.278,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/95.csv,.csv,1.279,2019-01-31T19:56:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/950.csv,.csv,1.278,2019-01-31T19:59:12,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/951.csv,.csv,1.278,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/952.csv,.csv,1.278,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/953.csv,.csv,1.277,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/954.csv,.csv,1.279,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/955.csv,.csv,1.279,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/956.csv,.csv,1.278,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/957.csv,.csv,1.279,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/958.csv,.csv,1.278,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/959.csv,.csv,1.277,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/96.csv,.csv,1.278,2019-01-31T19:56:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/960.csv,.csv,1.278,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/961.csv,.csv,1.279,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/962.csv,.csv,1.278,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/963.csv,.csv,1.277,2019-01-31T19:59:14,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/964.csv,.csv,1.278,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/965.csv,.csv,1.278,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/966.csv,.csv,1.279,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/967.csv,.csv,1.277,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/968.csv,.csv,1.279,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/969.csv,.csv,1.278,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/97.csv,.csv,1.279,2019-01-31T19:56:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/970.csv,.csv,1.278,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/971.csv,.csv,1.279,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/972.csv,.csv,1.278,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/973.csv,.csv,1.278,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/974.csv,.csv,1.279,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/975.csv,.csv,1.278,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/976.csv,.csv,1.277,2019-01-31T19:59:16,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/977.csv,.csv,1.278,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/978.csv,.csv,1.277,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/979.csv,.csv,1.278,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/98.csv,.csv,1.279,2019-01-31T19:56:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/980.csv,.csv,1.279,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/981.csv,.csv,1.278,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/982.csv,.csv,1.279,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/983.csv,.csv,1.277,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/984.csv,.csv,1.277,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/985.csv,.csv,1.277,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/986.csv,.csv,1.277,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/987.csv,.csv,1.278,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/988.csv,.csv,1.277,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/989.csv,.csv,1.278,2019-01-31T19:59:18,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/99.csv,.csv,1.279,2019-01-31T19:56:56,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/990.csv,.csv,1.278,2019-01-31T19:59:20,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/991.csv,.csv,1.277,2019-01-31T19:59:20,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/992.csv,.csv,1.276,2019-01-31T19:59:20,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/993.csv,.csv,1.278,2019-01-31T19:59:20,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/994.csv,.csv,1.278,2019-01-31T19:59:20,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/995.csv,.csv,1.278,2019-01-31T19:59:20,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/996.csv,.csv,1.278,2019-01-31T19:59:20,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/997.csv,.csv,1.278,2019-01-31T19:59:20,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/998.csv,.csv,1.278,2019-01-31T19:59:20,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_1/999.csv,.csv,1.278,2019-01-31T19:59:20,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_2/1.csv,.csv,1.261,2019-01-31T20:03:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_2/10.csv,.csv,1.262,2019-01-31T20:03:50,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_2/100.csv,.csv,1.260,2019-01-31T20:04:04,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_2/1000.csv,.csv,1.262,2019-01-31T20:06:28,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_2/1001.csv,.csv,1.261,2019-01-31T20:06:28,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_2/1002.csv,.csv,1.262,2019-01-31T20:06:28,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_2/1003.csv,.csv,1.258,2019-01-31T20:06:28,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
DataSets/XJTU-SY/40Hz10kN/Bearing3_2/1004.csv,.csv,1.259,2019-01-31T20:06:28,DataSets,metric_or_log_candidate,False,True,candidate_metric_source
